KEGG Gene ID	Gene Symbol
mcc:698223	ROCK1
mcc:699310	GNAI3
mcc:699520	PPP2R2D
mcc:700197	GAB2
mcc:701951	PLCB2
mcc:703638	ADORA1
mcc:703699	ASAH1
mcc:703780	GNAI2
mcc:704953	CERS6
mcc:705680	GNAQ
mcc:708940	GNAI1
mcc:709089	NRAS
mcc:709364	SGPP1
mcc:710326	PPP2CA
mcc:710415	MAP2K1
mcc:710441	SPHK1
mcc:711248	SMPD1
mcc:712170	ACER2
mcc:712977	S1PR5
mcc:714231	NOS3
mcc:717222	DEGS2
mcc:717256	OPRD1
mcc:717764	PLCB3
mcc:718088	SPHK2
mcc:718387	PLCB1
mcc:718418	PLCB4
mcc:718894	PPP2R5C
mcc:719929	PPP2R1A
mcc:720291	FCER1G
mcc:721573	PLD2
mcc:722026	PPP2R5B
mcc:100423684	-
mcc:100431015	AOC2
mcc:694185	GRHPR
mcc:695799	LOC695799
mcc:696959	LOC696959
mcc:697254	LOC697254
mcc:698520	-
mcc:699250	AGXT2
mcc:701186	SHMT1
mcc:702749	ALDH7A1
mcc:708053	LOC708053
mcc:708371	LOC708371
mcc:708468	MAOB
mcc:711090	PIPOX
mcc:713285	SDS
mcc:714363	BHMT
mcc:714433	SHMT2
mcc:714721	SDSL
mcc:715302	LOC715302
mcc:717440	GCSH
mcc:721263	GAMT
mcc:723360	LOC723360
mcc:100423709	POLR3K
mcc:100426798	LOC100426798
mcc:100429040	POLR2H
mcc:697901	POLR3E
mcc:697927	POLR3F
mcc:698563	POLR3GL
mcc:699204	POLR1B
mcc:699566	POLR2F
mcc:699945	POLR2D
mcc:700727	POLR1C
mcc:701181	POLR2L
mcc:704555	POLR2C
mcc:712151	ZNRD1
mcc:712412	POLR2I
mcc:718548	POLR2G
mcc:100423176	OR10A4
mcc:100423803	-
mcc:100424007	-
mcc:100424420	-
mcc:100424589	-
mcc:100425065	-
mcc:100425229	-
mcc:100425264	-
mcc:100425368	-
mcc:100425420	-
mcc:100425539	OR51A4
mcc:100425791	LOC100425791
mcc:100425890	-
mcc:100426065	-
mcc:100426161	-
mcc:100426495	-
mcc:100426628	LOC100426628
mcc:100426661	OR4Q3
mcc:100426756	-
mcc:100426844	-
mcc:100426977	LOC100426977
mcc:100427103	-
mcc:100427369	-
mcc:100427552	-
mcc:100427555	-
mcc:100427664	-
mcc:100427695	-
mcc:100427785	LOC100427785
mcc:100427831	-
mcc:100428310	-
mcc:100428534	LOC100428534
mcc:100428600	-
mcc:100428798	-
mcc:100428815	-
mcc:100428924	-
mcc:100429054	-
mcc:100429148	-
mcc:100429300	-
mcc:100429465	LOC100429465
mcc:100429797	-
mcc:100429898	-
mcc:100430596	-
mcc:100430914	-
mcc:100431072	-
mcc:106992309	-
mcc:106992372	-
mcc:106993230	-
mcc:106993239	-
mcc:106993260	-
mcc:106993364	-
mcc:106993371	LOC106993371
mcc:106993373	-
mcc:106993376	-
mcc:106996196	-
mcc:106996532	-
mcc:106997833	-
mcc:106997834	-
mcc:106999319	-
mcc:693523	ADCY3
mcc:694380	LOC694380
mcc:694437	LOC694437
mcc:694543	LOC694543
mcc:694649	LOC694649
mcc:695014	LOC695014
mcc:695187	LOC695187
mcc:695212	LOC695212
mcc:695668	LOC695668
mcc:696308	PRKG2
mcc:696393	LOC696393
mcc:696927	LOC696927
mcc:697422	LOC697422
mcc:697549	LOC697549
mcc:697616	OR4K17
mcc:697695	OR1Q1
mcc:697997	SLC24A4
mcc:698340	OR5K1
mcc:698909	-
mcc:699060	LOC699060
mcc:699259	LOC699259
mcc:699289	LOC699289
mcc:699413	LOC699413
mcc:699419	LOC699419
mcc:699579	OR4D11
mcc:699831	OR4D6
mcc:699905	LOC699905
mcc:700042	LOC700042
mcc:700553	OR4N5
mcc:700920	OR4K13
mcc:701049	LOC701049
mcc:701403	OR4K5
mcc:701481	LOC701481
mcc:701632	OR4K2
mcc:701735	OR5B3
mcc:702118	OR4M1
mcc:702940	LOC702940
mcc:703038	LOC703038
mcc:703185	OR1S1
mcc:703276	LOC703276
mcc:703304	LOC703304
mcc:703423	LOC703423
mcc:705506	LOC705506
mcc:705681	LOC705681
mcc:705704	LOC705704
mcc:705762	LOC705762
mcc:705867	LOC705867
mcc:705872	LOC705872
mcc:706227	LOC706227
mcc:706448	LOC706448
mcc:706824	LOC706824
mcc:706856	NCALD
mcc:706970	LOC706970
mcc:706977	CAMK2B
mcc:707077	OR8H3
mcc:707174	LOC707174
mcc:707219	OR10A7
mcc:707230	-
mcc:707282	LOC707282
mcc:707294	LOC707294
mcc:707518	LOC707518
mcc:707611	LOC707611
mcc:707620	LOC707620
mcc:707900	OR2F1
mcc:707954	LOC707954
mcc:708042	LOC708042
mcc:708285	LOC708285
mcc:708513	OR2A25
mcc:708692	OR10G2
mcc:708745	OR2A2
mcc:708747	OR2B3
mcc:709157	LOC709157
mcc:709264	LOC709264
mcc:709324	LOC709324
mcc:709401	LOC709401
mcc:709556	OR2AG2
mcc:709557	OR10G9
mcc:709651	LOC709651
mcc:709658	OR7E24
mcc:709839	LOC709839
mcc:709864	LOC709864
mcc:709987	LOC709987
mcc:710167	LOC710167
mcc:710259	-
mcc:710321	OR12D3
mcc:710946	OR2H2
mcc:711771	LOC711771
mcc:712137	LOC712137
mcc:712250	LOC712250
mcc:712346	OR4B1
mcc:712617	RGS2
mcc:713010	CNGA4
mcc:713061	SLC8A3
mcc:713141	OR52W1
mcc:713474	LOC713474
mcc:713745	LOC713745
mcc:713982	-
mcc:714875	LOC714875
mcc:714905	LOC714905
mcc:715342	LOC715342
mcc:715587	LOC715587
mcc:715627	LOC715627
mcc:715628	LOC715628
mcc:715678	OR8B4
mcc:715726	LOC715726
mcc:715893	OR8B12
mcc:716273	LOC716273
mcc:716400	-
mcc:716561	-
mcc:716734	GUCY2D
mcc:716960	OR51G2
mcc:716993	LOC716993
mcc:717044	LOC717044
mcc:717340	LOC717340
mcc:717504	OR51E2
mcc:717598	LOC717598
mcc:717965	LOC717965
mcc:718437	LOC718437
mcc:718479	PDE2A
mcc:718896	OR13A1
mcc:719071	LOC719071
mcc:719191	LOC719191
mcc:719356	LOC719356
mcc:719903	LOC719903
mcc:719948	LOC719948
mcc:719958	OR6N1
mcc:719964	LOC719964
mcc:719970	LOC719970
mcc:720341	LOC720341
mcc:721322	OR7D4
mcc:721417	LOC721417
mcc:721435	LOC721435
mcc:721444	LOC721444
mcc:721445	-
mcc:722012	ANO2
mcc:722398	GNG13
mcc:722513	CALML3
mcc:723064	LOC723064
mcc:693802	LOC693802
mcc:693907	LDHAL6A
mcc:699844	PCCA
mcc:702403	LDHAL6B
mcc:704978	LOC704978
mcc:705060	ACSS1
mcc:706189	MUT
mcc:707653	ACAT1
mcc:712072	ECHDC1
mcc:713951	HIBCH
mcc:714017	ABAT
mcc:722723	ECHS1
mcc:100424761	EIF4EBP2
mcc:574097	SOD2
mcc:694730	ADCY7
mcc:700731	FOXO3
mcc:701771	FOXA2
mcc:707978	ADCY6
mcc:708441	HDAC1
mcc:712848	RPTOR
mcc:716633	LOC716633
mcc:720001	-
mcc:720054	-
mcc:100425223	CYCS
mcc:574151	IL18
mcc:574223	CXCL3
mcc:574290	TLR2
mcc:694164	APAF1
mcc:694473	CASP3
mcc:694544	CASP9
mcc:696052	ARF1
mcc:696962	RAB1A
mcc:697482	CD14
mcc:698225	LOC698225
mcc:702488	LOC702488
mcc:702781	CASP8
mcc:703205	IL12A
mcc:703390	LOC703390
mcc:703613	C3
mcc:705449	LOC705449
mcc:706568	CASP1
mcc:706748	HBS1L
mcc:711269	SAR1B
mcc:711277	SAR1A
mcc:713856	SEC22B
mcc:714078	HSF1
mcc:716010	EEF1A1
mcc:718120	LOC718120
mcc:721852	RAB1B
mcc:722274	EEF1G
mcc:100426721	RFC4
mcc:694459	SSBP1
mcc:696248	RPA3
mcc:698987	RFC1
mcc:699274	RPA4
mcc:700100	POLD2
mcc:706902	EXO1
mcc:711187	MSH3
mcc:714220	RFC3
mcc:715701	MSH6
mcc:717589	PMS2
mcc:718006	PCNA
mcc:718017	-
mcc:718528	LIG1
mcc:698251	HEXA
mcc:700611	FUCA2
mcc:704464	HEXB
mcc:709355	GLB1
mcc:710870	MAN2B2
mcc:712531	MANBA
mcc:713979	NEU2
mcc:716128	HEXDC
mcc:716173	MAN2B1
mcc:716740	NEU1
mcc:719103	-
mcc:100425983	KCNK9
mcc:696797	LOC696797
mcc:697077	NR4A2
mcc:697661	CAMK1D
mcc:697718	CREB5
mcc:699287	KCNK3
mcc:700190	ORAI1
mcc:700212	CAMK1
mcc:703965	ATF4
mcc:708706	CACNA1S
mcc:708714	ITPR2
mcc:712322	CAMK4
mcc:713391	CREB3L1
mcc:714981	CREB3L2
mcc:717020	CYP21A2
mcc:717050	ATF6B
mcc:721825	LOC721825
mcc:722407	-
mcc:100426406	LOC100426406
mcc:100429474	-
mcc:107000661	PGD
mcc:698179	SMS
mcc:700185	GSTT2
mcc:700936	LOC700936
mcc:703138	RRM2
mcc:705227	HPGDS
mcc:705333	GPX4
mcc:706600	GSS
mcc:706634	LOC706634
mcc:706813	GGT7
mcc:707062	-
mcc:708014	GPX5
mcc:709498	GSTA3
mcc:710019	IDH1
mcc:712891	TXNDC12
mcc:714028	SRM
mcc:715291	GSTO2
mcc:715474	GPX7
mcc:720256	LOC720256
mcc:720345	GGT5
mcc:695896	FGF5
mcc:697002	PDGFRA
mcc:700126	FGFR1
mcc:700236	PDGFC
mcc:701822	CDK6
mcc:702072	FGF18
mcc:702727	FGF22
mcc:704387	CDH1
mcc:704871	RB1
mcc:705612	FGF16
mcc:705813	FGF12
mcc:705970	FGF1
mcc:706659	FGF17
mcc:709109	FGF19
mcc:710200	E2F2
mcc:710739	FGF6
mcc:713904	E2F3
mcc:715564	FGF11
mcc:717740	BAD
mcc:719199	CDKN1A
mcc:100424471	-
mcc:693797	CCNA1
mcc:694006	ANAPC4
mcc:694534	CCNB3
mcc:698073	ANAPC1
mcc:699269	CDK1
mcc:701694	ANAPC10
mcc:702184	-
mcc:706384	ANAPC2
mcc:709012	ANAPC7
mcc:710858	LOC710858
mcc:711002	CDK2
mcc:714909	ANAPC11
mcc:717294	ANAPC13
mcc:717321	CDC27
mcc:722844	CPEB2
mcc:574282	IFNG
mcc:694318	PSMB3
mcc:694567	PSMB7
mcc:696133	PSMB1
mcc:696966	PSMD13
mcc:697799	PSMC1
mcc:698601	PSMD6
mcc:698712	PSMD3
mcc:701029	PSMA1
mcc:701063	PSMD14
mcc:701088	PSMB10
mcc:711724	PSMD1
mcc:714364	PSME1
mcc:717437	PSMC5
mcc:717953	PSMD11
mcc:722117	PSMC2
mcc:100424240	CYP2C76
mcc:100424557	-
mcc:100430900	-
mcc:100533113	PLA2G4B
mcc:678670	CYP3A4
mcc:678686	CYP2C75
mcc:678688	CYP2E1
mcc:697726	PLA2G12A
mcc:700184	PLA2G6
mcc:704299	PLA2G2E
mcc:704735	PLA2G2D
mcc:707592	PLA2G4D
mcc:707690	PLA2G4F
mcc:708031	PLA2G12B
mcc:709212	ALOX15
mcc:716635	PLA2G4A
mcc:717084	PLA2G2C
mcc:718510	PLA2G4C
mcc:100423881	CLDN24
mcc:100426356	CLDN25
mcc:574312	ITGB1
mcc:574334	CXCL12
mcc:574385	CTNNA1
mcc:693297	CDH5
mcc:693560	MLLT4
mcc:693750	LOC693750
mcc:694207	NCF1
mcc:694957	MYL12B
mcc:695382	RASSF5
mcc:695612	NCF4
mcc:697069	PLCG1
mcc:697807	CLDN19
mcc:699721	CLDN9
mcc:699854	CLDN6
mcc:700499	RHOH
mcc:700634	PTK2
mcc:701378	CLDN2
mcc:704404	RAP1A
mcc:704716	EZR
mcc:705582	CLDN17
mcc:711778	MYLPF
mcc:711884	-
mcc:711945	ITGAL
mcc:711994	-
mcc:713811	ACTN3
mcc:714647	CLDN7
mcc:715052	NCF2
mcc:715958	SIPA1
mcc:716022	VASP
mcc:716628	CLDN18
mcc:718171	RAP1B
mcc:719824	F11R
mcc:100426598	ADRB1
mcc:100428682	PPP3R1
mcc:100429880	GRIN2A
mcc:574230	CHRNA7
mcc:574317	ATP2B4
mcc:574380	GRIN1
mcc:613032	HTR2A
mcc:613251	PTGER1
mcc:653008	TACR1
mcc:653013	TACR3
mcc:693399	LOC693399
mcc:693612	RYR1
mcc:693781	NOS1
mcc:694980	STIM2
mcc:694996	RYR3
mcc:695102	SLC25A4
mcc:695106	ADRA1B
mcc:695226	HRH2
mcc:695963	AVPR1B
mcc:696359	HRH1
mcc:696860	PLCD1
mcc:697329	EDNRB
mcc:698736	GRM1
mcc:698936	NTSR1
mcc:699216	GRIN2C
mcc:701758	PLCE1
mcc:703091	PHKG1
mcc:703293	PLCZ1
mcc:705116	VDAC3
mcc:705448	GNA14
mcc:706503	P2RX3
mcc:706663	CYSLTR1
mcc:707658	P2RX1
mcc:707768	ATP2A3
mcc:708058	ATP2A1
mcc:708141	HTR2C
mcc:708233	PPP3CC
mcc:710046	HTR4
mcc:711407	ERBB3
mcc:711808	HTR2B
mcc:712360	ORAI3
mcc:714399	CD38
mcc:714780	CHRM2
mcc:715924	PLCD3
mcc:715999	LHCGR
mcc:716132	MYLK3
mcc:717270	TNNC2
mcc:717945	GRIN2D
mcc:721476	P2RX5
mcc:100430178	NDUFA5
mcc:106992283	LOC106992283; COX7A2L
mcc:107000976	-
mcc:2846627	ND1
mcc:2846629	ATP6
mcc:2846632	ND6
mcc:574143	SLC6A3
mcc:677864	UQCRC1
mcc:692060	COX7AH
mcc:692061	COX5A
mcc:692062	COX6B1
mcc:693506	LOC693506
mcc:694795	LOC694795
mcc:695066	LOC695066
mcc:696956	LOC696956
mcc:697675	UBE2L3
mcc:697681	NDUFA10
mcc:697950	ATP5G1
mcc:699117	LOC699117
mcc:699810	SDHB
mcc:700338	ATP5H
mcc:700815	LOC700815
mcc:701100	UBE2J1
mcc:701389	ATP5A1
mcc:701661	LOC701661
mcc:702309	LOC702309
mcc:703685	LOC703685
mcc:704137	NDUFS4
mcc:704875	UBA7
mcc:705004	LOC705004
mcc:705984	NDUFB11
mcc:706037	PINK1
mcc:706099	COX7B
mcc:706985	SNCA
mcc:708396	UQCR
mcc:709426	NDUFS6
mcc:709938	HTRA2
mcc:710899	PARK2
mcc:711387	NDUFB9
mcc:711412	NDUFV1
mcc:712041	SEPT5
mcc:713428	NDUFB4
mcc:717849	NDUFB7
mcc:717879	LOC717879
mcc:719978	SDHC
mcc:721137	TH
mcc:721528	UBE2G1
mcc:721906	NDUFA9
mcc:100426528	-
mcc:100427731	SEC61A2
mcc:107000267	-
mcc:693687	SEC31A
mcc:694419	SEL1L2
mcc:694667	UBE2D2
mcc:694810	DNAJC5
mcc:695213	TXNDC5
mcc:695757	DNAJC3
mcc:696989	SEC62
mcc:697105	STUB1
mcc:697784	UGGT2
mcc:698500	SEC23A
mcc:698863	SEC63
mcc:700408	PREB
mcc:700462	UGGT1
mcc:700825	SVIP
mcc:701491	UBE2D1
mcc:702101	BAG1
mcc:703047	CAPN2
mcc:703193	HSPA5
mcc:703210	HERPUD1
mcc:703803	DERL1
mcc:704794	CANX
mcc:705787	DNAJC10
mcc:706148	-
mcc:706534	BAK1
mcc:707521	SEC24D
mcc:707606	NFE2L2
mcc:707715	HYOU1
mcc:707831	UBE2D4
mcc:709716	PDIA4
mcc:710912	ERO1B
mcc:710948	WFS1
mcc:711029	PDIA3
mcc:711548	MAN1A2
mcc:711716	UFD1L
mcc:711840	DAD1
mcc:713348	UBE4B
mcc:713863	XBP1
mcc:713927	NPLOC4
mcc:714609	MAN1A1
mcc:714688	SEC24C
mcc:714928	-
mcc:715555	OS9
mcc:716330	MARCH6
mcc:716353	DNAJA2
mcc:716460	ERLEC1
mcc:716618	CAPN1
mcc:716898	SEC61G
mcc:716910	CALR
mcc:717056	STT3A
mcc:717234	RNF5
mcc:718350	PPP1R15A
mcc:719383	SSR2
mcc:721891	DNAJB12
mcc:722370	CRYAA
mcc:723005	LMAN2
mcc:100049578	TAAR4
mcc:100426968	FPR2
mcc:100429401	LOC100429401
mcc:106995131	MC1R
mcc:106997046	-
mcc:574150	NPY5R
mcc:574191	CHRNA5
mcc:574206	NPY1R
mcc:574245	UTS2R
mcc:574251	TSHR
mcc:574253	HRH3
mcc:574261	BRS3
mcc:574305	KISS1R
mcc:694825	ADRA2B
mcc:695182	SCTR
mcc:695220	PTGER4
mcc:695526	SSTR2
mcc:695629	MTNR1B
mcc:695660	GRIK2
mcc:695684	ADRA2A
mcc:696430	GHRHR
mcc:696585	SSTR3
mcc:696767	GABRB2
mcc:697404	CRHR2
mcc:697598	HTR1E
mcc:697629	GRID1
mcc:698115	RXFP3
mcc:698123	SSTR1
mcc:698571	GRIN2B
mcc:698578	CHRNA1
mcc:698596	MC4R
mcc:700214	GRM2
mcc:700368	GLRB
mcc:700728	GABRR1
mcc:702731	-
mcc:703792	GABRG1
mcc:703894	GABRA2
mcc:704693	GABRE
mcc:704787	LOC704787
mcc:705081	LPAR6
mcc:705252	GABRQ
mcc:705699	GRIK1
mcc:705725	CHRNA6
mcc:706198	NR3C1
mcc:706472	PARD3
mcc:706645	GRM3
mcc:707170	LPAR4
mcc:707260	F2RL2
mcc:707388	P2RY10
mcc:707918	PTGDR
mcc:708024	PTGER2
mcc:708187	CALCRL
mcc:708987	GABBR1
mcc:709325	TAAR5
mcc:709418	TAAR6
mcc:710519	NPBWR1
mcc:710783	OPRK1
mcc:711155	CNR2
mcc:711754	GABRB3
mcc:711838	GABRA5
mcc:712147	PTH1R
mcc:713418	CHRNG
mcc:713545	GRIK3
mcc:714051	-
mcc:714074	LOC714074
mcc:714117	GRIA1
mcc:714255	-
mcc:714542	GCGR
mcc:715509	CHRNB1
mcc:716055	LTB4R
mcc:716440	CTSG
mcc:716649	CHRNB4
mcc:716704	HTR1B
mcc:716830	CHRNB2
mcc:716882	LOC716882
mcc:717438	VIPR1
mcc:717783	GLP2R
mcc:718133	CHRNA10
mcc:718156	GH1
mcc:718603	P2RY2
mcc:718623	P2RY6
mcc:719200	NPBWR2
mcc:719548	GLP1R
mcc:720301	CHRNB3
mcc:720982	NMUR1
mcc:721155	GRIN3B
mcc:721969	RXFP2
mcc:678687	CYP2B6
mcc:695769	CBR3
mcc:697949	PTGES2
mcc:707926	ALOX5
mcc:709461	LOC709461
mcc:716657	PTGES
mcc:718335	CYP4F8
mcc:721404	LOC721404
mcc:721936	ALOX12B
mcc:699244	LIAS
mcc:106993263	-
mcc:700635	HACD1
mcc:709590	HACD3
mcc:711051	HACD4
mcc:715374	HACD2
mcc:718928	TECR
mcc:722343	-
mcc:100423556	PRG2
mcc:100425237	LOC100425237
mcc:100425327	RNASE3
mcc:100428228	MAMU-DRB5
mcc:100428435	LOC100428435
mcc:100429241	LOC100429241
mcc:574160	CD40LG
mcc:692100	MAMU-DRB1
mcc:706946	IL3
mcc:707749	CD40
mcc:712292	IL9
mcc:716823	MAMU-DQB1
mcc:717623	HLA-DQA1
mcc:717870	MAMU-DMA
mcc:694078	FRMD1
mcc:696131	LATS1
mcc:704382	YAP1
mcc:704459	RASSF6
mcc:705155	MOB1B
mcc:706096	RASSF4
mcc:712865	AJUBA
mcc:714169	LIMD1
mcc:714945	NF2
mcc:718703	TEAD2
mcc:699243	MAMU-A3
mcc:705510	EIF4G2
mcc:708073	LOC708073
mcc:709076	MAMU-F
mcc:711532	MAMU-E
mcc:713471	MYH6
mcc:717037	ABL2
mcc:720372	MAMU-I
mcc:721411	SGCG
mcc:722711	LOC722711
mcc:723473	LOC723473
mcc:723514	-
mcc:732518	CD80
mcc:106998222	-
mcc:696805	LOC696805
mcc:697348	GUSBA
mcc:708795	HPSE2
mcc:709136	ARSB
mcc:100427106	UAP1L1
mcc:106994586	-
mcc:574376	GFPT1
mcc:695178	UGP2
mcc:699401	PGM1
mcc:699500	UGDH
mcc:703284	LOC703284
mcc:703756	GMPPA
mcc:703976	NAGK
mcc:704519	CYB5R1
mcc:706604	CMAS
mcc:709226	FUK
mcc:710527	LOC710527
mcc:714058	CYB5R3
mcc:715211	CYB5RL
mcc:720116	UAP1
mcc:693376	CETN2
mcc:694224	CCNH
mcc:696410	CUL4B
mcc:700107	GTF2H5
mcc:705074	POLE3
mcc:710562	POLE4
mcc:712641	ERCC4
mcc:714285	GTF2H4
mcc:707321	BCAT1
mcc:574133	FLT1
mcc:574209	VEGFA
mcc:574254	KITLG
mcc:574304	NGFR
mcc:693359	MAGI2
mcc:694485	SIPA1L1
mcc:695852	RALB
mcc:698494	FGFR4
mcc:699351	PARD6A
mcc:699625	RGS14
mcc:700374	LCP2
mcc:701057	SRC
mcc:704717	RAPGEF2
mcc:705413	THBS1
mcc:707383	LOC707383
mcc:709341	MAGI3
mcc:710753	PFN1
mcc:711512	CSF1R
mcc:712004	PARD6B
mcc:713160	ID1
mcc:713283	LPAR5
mcc:714436	RALGDS
mcc:715213	ANGPT4
mcc:715272	RAPGEF1
mcc:716811	ANGPT2
mcc:717379	ITGB3
mcc:717399	EFNA1
mcc:718939	RRAS
mcc:692070	ELOVL4
mcc:693377	PPT1
mcc:698025	HADHB
mcc:709350	ACAA2
mcc:696509	NT5E
mcc:698609	NAMPT
mcc:700321	NT5C1B
mcc:700964	NT5C
mcc:701024	AOX1
mcc:701110	NNT
mcc:707652	NADSYN1
mcc:708784	QPRT
mcc:708852	NADK
mcc:708992	NAPRT
mcc:710232	ENPP3
mcc:716159	NT5C1A
mcc:718614	NT5C3B
mcc:722599	NMNAT1
mcc:106992286	LOC106992286
mcc:574353	GAPDH
mcc:697772	PDK1
mcc:698922	TCEB1
mcc:699489	IFNGR2
mcc:699982	EDN1
mcc:700034	TCEB2
mcc:703628	EIF4EBP1
mcc:703732	EIF4E1B
mcc:706751	EIF4E
mcc:712550	LTBR
mcc:713062	PFKFB3
mcc:713410	EGLN1
mcc:713487	EIF4E2
mcc:714994	NPPA
mcc:719294	EPO
mcc:100423954	LOC100423954
mcc:100428661	ACE
mcc:106992315	LOC106992315
mcc:574138	CCL2
mcc:574159	FASLG
mcc:574234	CFLAR
mcc:574332	FAS
mcc:574342	TLR6
mcc:619514	CCL3
mcc:697581	SMAD2
mcc:699582	CD3D
mcc:700568	IRAK4
mcc:707540	TGFB2
mcc:708017	IL2
mcc:708589	C1QC
mcc:716907	TRAF6
mcc:718155	MAP2K4
mcc:100423589	CSNK1G1
mcc:698934	GPR161
mcc:701334	SMO
mcc:702494	GLI3
mcc:704046	IHH
mcc:705877	GLI2
mcc:707550	CUL3
mcc:708990	FBXW11
mcc:709028	BOC
mcc:710379	CCND2
mcc:711048	DHH
mcc:713114	GSK3B
mcc:713576	SUFU
mcc:714843	GLI1
mcc:106995511	-
mcc:613029	GAD2
mcc:696124	ACSM5
mcc:696498	ACSM1
mcc:698196	ACADS
mcc:707902	ALDH5A1
mcc:709490	BDH1
mcc:722167	ACSM4
mcc:707487	ACADSB
mcc:711485	ACADL
mcc:711556	MCAT
mcc:714326	-
mcc:699128	PPP1R3B
mcc:701281	PPP1R3D
mcc:703562	PPP1R3A
mcc:705874	MLXIP
mcc:706972	SREBF1
mcc:713679	NR1H3
mcc:715237	SLC27A2
mcc:716874	PPP2R4
mcc:719140	SLC27A1
mcc:719210	NR1H2
mcc:720093	MLXIPL
mcc:722620	SLC27A4
mcc:697580	TYMS
mcc:702907	MTHFD2L
mcc:704926	GART
mcc:714840	MTHFR
mcc:714974	MTHFD2
mcc:574134	VAMP2
mcc:574204	SNAP25
mcc:677865	ATP6V0A1
mcc:693323	ATP6V1H
mcc:695332	CPLX2
mcc:697217	CPLX4
mcc:697393	UNC13B
mcc:698315	SLC32A1
mcc:702112	ATP6V1F
mcc:702233	CLTB
mcc:703519	CPLX1
mcc:703646	ATP6V1B1
mcc:703655	ATP6V1G1
mcc:705300	DNM3
mcc:706673	ATP6V1C2
mcc:707185	STXBP1
mcc:710053	SLC18A3
mcc:710162	ATP6V0A2
mcc:710372	ATP6V1G3
mcc:710650	TCIRG1
mcc:714746	ATP6V1E2
mcc:715297	NSF
mcc:715331	ATP6V1G2
mcc:718628	STX2
mcc:720000	UNC13A
mcc:720875	AP2A2
mcc:106994826	KLK1
mcc:574299	REN
mcc:696884	NLN
mcc:703949	LNPEP
mcc:707667	MME
mcc:716395	CMA1
mcc:719436	LOC719436
mcc:100427850	-
mcc:106995374	ATP6AP1
mcc:574211	CD209
mcc:574289	TLR1
mcc:574356	CLEC7A
mcc:574373	CD209L2
mcc:693918	PIK3C3
mcc:694631	LOC694631
mcc:695379	LAMP2
mcc:695542	NOD2
mcc:700191	PLA2R1
mcc:700193	IL1A
mcc:701010	MRC1
mcc:704071	PLK3
mcc:704102	SYK
mcc:704322	CEBPG
mcc:704383	IL10RA
mcc:706388	KSR1
mcc:709559	IFNA13
mcc:709755	IFNA8
mcc:710369	RFX5
mcc:710485	CARD9
mcc:710707	LOC710707
mcc:710813	CORO1A
mcc:710848	LOC710848
mcc:711088	LOC711088
mcc:714377	TIRAP
mcc:714664	FCGR1A
mcc:717576	MRC2
mcc:719697	NFYA
mcc:722250	CLEC4E
mcc:694231	ALDH1A3
mcc:695195	CNDP1
mcc:695383	ALDH9A1
mcc:706457	GADL1
mcc:715672	DPYD
mcc:718761	SMOX
mcc:693675	KCNJ6
mcc:696473	KCNJ3
mcc:696476	PER2
mcc:698566	ADCY10
mcc:698839	RASD1
mcc:699365	GUCY1A3
mcc:700724	GNGT1
mcc:708193	GNG10
mcc:710548	GNG5
mcc:719662	LOC719662
mcc:720378	NOS1AP
mcc:100429653	PHOSPHO2
mcc:694949	PNPO
mcc:713564	PDXK
mcc:100425016	CDC34
mcc:107000068	LOC107000069; LOC107000068
mcc:693961	TRAF3
mcc:695042	TNFRSF14
mcc:695607	IKBKE
mcc:695683	IFIT1
mcc:696054	SRSF6
mcc:696258	TBP
mcc:697371	TBPL2
mcc:697625	-
mcc:699079	SRSF8
mcc:699604	IFNAR1
mcc:700379	PML
mcc:702024	IFIH1
mcc:703101	MAP3K7
mcc:706433	TAF9B
mcc:707386	CFP
mcc:709112	HNRNPK
mcc:711817	C1QBP
mcc:711879	TRAF5
mcc:712342	OAS3
mcc:712455	CSNK2A2
mcc:712867	SRSF5
mcc:713388	SRSF7
mcc:714625	USP7
mcc:715425	LTA
mcc:715807	CSNK2B
mcc:717454	GLTSCR2
mcc:717616	MAVS
mcc:719039	SRPK1
mcc:719123	SRSF3
mcc:722130	IFIT1B
mcc:722233	TAF6L
mcc:106994852	-
mcc:695864	CACNB1
mcc:696294	CACNG2
mcc:697643	ITGA6
mcc:698035	LOC698035
mcc:698470	TNNI3
mcc:698888	ITGA8
mcc:699405	ITGB7
mcc:700454	ITGB6
mcc:701226	CACNB2
mcc:703527	TTN
mcc:703770	ITGB4
mcc:705236	TPM1
mcc:707756	ITGAV
mcc:712209	MYL3
mcc:715710	ITGB5
mcc:716336	TPM3
mcc:718465	CACNG5
mcc:718591	CACNG1
mcc:719414	LMNA
mcc:720271	CACNG7
mcc:720548	CACNG6
mcc:574147	UGT2B33
mcc:574210	UGT1A1
mcc:705733	RGN
mcc:709234	LOC709234
mcc:677688	PDE6A
mcc:694714	AK3
mcc:695272	GUK1
mcc:695750	NPR2
mcc:698503	ENTPD5
mcc:699191	GUCY2C
mcc:699309	PDE4B
mcc:699763	POLA1
mcc:700039	AK9
mcc:700261	PDE6C
mcc:700447	PDE6H
mcc:700974	FHIT
mcc:701795	NUDT2
mcc:701796	GDA
mcc:702193	PDE7A
mcc:703680	ENPP4
mcc:704524	PDE3A
mcc:704688	PAPSS2
mcc:705040	DCK
mcc:705246	ADK
mcc:705592	PDE5A
mcc:705663	ENTPD6
mcc:706932	GMPS
